onset	duration	trial_type
0	12	rest
12	12	left
24	12	rest
36	12	right
48	12	rest
60	12	left
72	12	rest
84	12	right
96	12	rest
108	12	left
120	12	rest
132	12	right
144	12	rest
156	12	left
168	12	rest
180	12	right
192	12	rest
